CompoundName,SeverityClass,LabelSection,vDILI-Concern
Pegademase bovine,0,No match,vNo-DILI-concern
Pegaspargase,3,Adverse reactions,vLess-DILI-concern
Pegcetacoplan,0,No match,vNo-DILI-concern
Pegfilgrastim,0,No match,vNo-DILI-concern
Peginterferon alfa-2a,7,Warnings & precautions,Ambiguous-DILI-concern
Peginterferon alfa-2b,4,Warnings & precautions,vMost-DILI-concern
Pegvisomant,3,Warnings & precautions,Ambiguous-DILI-concern
Pemetrexed disodium,3,Adverse reactions,Ambiguous-DILI-concern
Pemigatinib,3,Adverse reactions,Ambiguous-DILI-concern
Pemoline,8,Withdrawn,vMost-DILI-concern
Penbutolol sulfate,0,No match,vNo-DILI-concern
Penicillamine,2,Warnings & precautions,vLess-DILI-concern
Penicillin g benzathine,3,Adverse reactions,vLess-DILI-concern
Penicillin v potassium,0,No match,vNo-DILI-concern
Pentagastrin,0,No match,vNo-DILI-concern
Pentamidine isethionate,3,Warnings & precautions,vLess-DILI-concern
Pentazocine lactate,0,No match,vNo-DILI-concern
Pentetate calcium trisodium yb-169,0,No match,vNo-DILI-concern
Pentobarbital sodium,3,Warnings & precautions,Ambiguous-DILI-concern
Pentosan polysulfate sodium,3,Adverse reactions,Ambiguous-DILI-concern
Pentostatin,3,Box warning,vMost-DILI-concern
Pentoxifylline,5,Adverse reactions,Ambiguous-DILI-concern
Peramivir,3,Adverse reactions,Ambiguous-DILI-concern
Perampanel,0,No match,vNo-DILI-concern
Perflutren,0,No match,vNo-DILI-concern
Pergolide mesylate,3,Adverse reactions,Ambiguous-DILI-concern
Perhexiline,8,Withdrawn,vMost-DILI-concern
Perindopril erbumine,3,Adverse reactions,Ambiguous-DILI-concern
Perphenazine,3,Warnings & precautions,vLess-DILI-concern
Pexidartinib hydrochloride,8,Box warning,vMost-DILI-concern
Phendimetrazine tartrate,0,No match,vNo-DILI-concern
Phenelzine sulfate,3,Adverse reactions,vLess-DILI-concern
Phenobarbital sodium,3,Warnings & precautions,vLess-DILI-concern
Phenoxybenzamine hydrochloride,0,No match,vNo-DILI-concern
Phenoxypropazine,8,Withdrawn,vMost-DILI-concern
Phentermine resin complex,0,No match,vLess-DILI-concern
Phentolamine mesylate,0,No match,vNo-DILI-concern
Phenytoin,8,Warnings & precautions,vMost-DILI-concern
Physostigmine salicylate,0,No match,vNo-DILI-concern
Phytonadione,0,No match,vNo-DILI-concern
Piflufolastat f-18,0,No match,vNo-DILI-concern
Pilocarpine,3,Adverse reactions,Ambiguous-DILI-concern
Pimavanserin tartrate,0,No match,vNo-DILI-concern
Pimozide,0,No match,vNo-DILI-concern
Pindolol,0,No match,vNo-DILI-concern
Pioglitazone hydrochloride,3,Warnings & precautions,vLess-DILI-concern
Pipamazine,8,Withdrawn,vMost-DILI-concern
Piperacillin sodium,3,Warnings & precautions,Ambiguous-DILI-concern
Pirfenidone,8,Warnings & precautions,vMost-DILI-concern
Piroxicam,3,Warnings & precautions,vLess-DILI-concern
Pirprofen,8,Withdrawn,vMost-DILI-concern
Pitavastatin calcium,3,Warnings & precautions,Ambiguous-DILI-concern
Pitolisant hydrochloride,0,No match,vNo-DILI-concern
Plazomicin sulfate,3,Adverse reactions,Ambiguous-DILI-concern
Plecanatide,3,Adverse reactions,Ambiguous-DILI-concern
Plerixafor,0,No match,vNo-DILI-concern
Polidocanol,0,No match,vNo-DILI-concern
Polyethylene glycol 3350,0,No match,vNo-DILI-concern
Polymyxin b sulfate,0,No match,vNo-DILI-concern
Polythiazide,2,Adverse reactions,Ambiguous-DILI-concern
Pomalidomide,8,Warnings & precautions,vMost-DILI-concern
Ponatinib hydrochloride,8,Warnings & precautions,Ambiguous-DILI-concern
Ponesimod,3,Adverse reactions,Ambiguous-DILI-concern
Porfimer sodium,0,No match,vNo-DILI-concern
Posaconazole,8,Warnings & precautions,vMost-DILI-concern
Pralatrexate,3,Warnings & precautions,Ambiguous-DILI-concern
Pralidoxime chloride,3,Adverse reactions,Ambiguous-DILI-concern
Pralnacasan,8,Discontinued,vMost-DILI-concern
Pralsetinib,3,Warnings & precautions,Ambiguous-DILI-concern
Pramipexole dihydrochloride,2,Adverse reactions,Ambiguous-DILI-concern
Pramlintide acetate,0,No match,vNo-DILI-concern
Prasugrel hydrochloride,0,No match,vLess-DILI-concern
Pravastatin sodium,3,Warnings & precautions,vLess-DILI-concern
Praziquantel,3,Warnings & precautions,Ambiguous-DILI-concern
Prazosin hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern
Prednisolone,3,Adverse reactions,vLess-DILI-concern
Prednisone,3,Adverse reactions,vLess-DILI-concern
Pregabalin,0,No match,vLess-DILI-concern
Pretomanid,4,Adverse reactions,Ambiguous-DILI-concern
Primaquine phosphate,0,No match,vNo-DILI-concern
Primidone,0,No match,vNo-DILI-concern
Probenecid,6,Adverse reactions,Ambiguous-DILI-concern
Procainamide hydrochloride,4,Adverse reactions,vLess-DILI-concern
Procarbazine hydrochloride,3,Warnings & precautions,vLess-DILI-concern
Prochlorperazine maleate,2,Adverse reactions,vLess-DILI-concern
Procyclidine hydrochloride,0,No match,vNo-DILI-concern
Progesterone,2,Adverse reactions,vLess-DILI-concern
Promethazine hydrochloride,5,Adverse reactions,vLess-DILI-concern
Propafenone hydrochloride,3,Adverse reactions,vLess-DILI-concern
Propantheline bromide,0,No match,vNo-DILI-concern
Propofol,3,Adverse reactions,vLess-DILI-concern
Propoxyphene hydrochloride,3,Adverse reactions,vLess-DILI-concern
Propranolol hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern
Propylthiouracil,8,Box warning,vMost-DILI-concern
Protamine sulfate,0,No match,vNo-DILI-concern
Protirelin,0,No match,vNo-DILI-concern
Protriptyline hydrochloride,0,No match,vNo-DILI-concern
Prucalopride succinate,0,No match,vNo-DILI-concern
Pseudoephedrine hydrochloride,0,No match,vNo-DILI-concern
Pyrantel pamoate,0,No match,vNo-DILI-concern
Pyrazinamide,3,Warnings & precautions,vLess-DILI-concern
Pyridostigmine bromide,0,No match,vLess-DILI-concern
Pyridoxine hydrochloride,0,No match,vNo-DILI-concern
Pyrimethamine,3,Warnings & precautions,vLess-DILI-concern
Quazepam,0,No match,vNo-DILI-concern
Quetiapine fumarate,3,Warnings & precautions,vLess-DILI-concern
Quinapril hydrochloride,3,Adverse reactions,vLess-DILI-concern
Quinidine gluconate,3,Adverse reactions,vLess-DILI-concern
Quinine sulfate,3,Warnings & precautions,vLess-DILI-concern
Rabeprazole sodium,3,Adverse reactions,vLess-DILI-concern
Radium ra-223 dichloride,0,No match,vNo-DILI-concern
Raloxifene hydrochloride,0,No match,vLess-DILI-concern
Raltegravir potassium,7,Warnings & precautions,vMost-DILI-concern
Ramelteon,0,No match,vNo-DILI-concern
Ramipril,7,Adverse reactions,vLess-DILI-concern
Ranitidine hydrochloride,5,Adverse reactions,vLess-DILI-concern
Ranolazine,0,No match,vNo-DILI-concern
Rasagiline mesylate,3,Adverse reactions,Ambiguous-DILI-concern
Rasburicase,0,No match,vNo-DILI-concern
Regadenoson,0,No match,vNo-DILI-concern
Regorafenib,8,Box warning,vMost-DILI-concern
Relugolix,3,Adverse reactions,Ambiguous-DILI-concern
Remdesivir,3,Warnings & precautions,vLess-DILI-concern
Remifentanil hydrochloride,3,Adverse reactions,vLess-DILI-concern
Remimazolam besylate,0,No match,vNo-DILI-concern
Repaglinide,5,Adverse reactions,vLess-DILI-concern
Reserpine,0,No match,vNo-DILI-concern
Reteplase,0,No match,vNo-DILI-concern
Ribavirin,7,Adverse reactions,vLess-DILI-concern
Ribociclib succinate,4,Warnings & precautions,vMost-DILI-concern
Riboflavin 5'-phosphate,0,No match,vNo-DILI-concern
Rifabutin,5,Adverse reactions,vLess-DILI-concern
Rifampin,8,Warnings & precautions,vMost-DILI-concern
Rifamycin sodium,0,No match,vNo-DILI-concern
Rifapentine,4,Warnings & precautions,Ambiguous-DILI-concern
Rifaximin,7,Adverse reactions,Ambiguous-DILI-concern
Rilonacept,0,No match,vNo-DILI-concern
Rilpivirine hydrochloride,3,Warnings & precautions,vLess-DILI-concern
Riluzole,8,Warnings & precautions,vMost-DILI-concern
Rimantadine hydrochloride,0,No match,vNo-DILI-concern
Rimegepant sulfate,0,No match,vNo-DILI-concern
Riociguat,0,No match,vNo-DILI-concern
Ripretinib,4,Adverse reactions,Ambiguous-DILI-concern
Risdiplam,0,No match,vNo-DILI-concern
Risedronate sodium,3,Adverse reactions,Ambiguous-DILI-concern
Risperidone,3,Adverse reactions,vLess-DILI-concern
Ritonavir,8,Warnings & precautions,vMost-DILI-concern
Rivaroxaban,5,Adverse reactions,vLess-DILI-concern
Rivastigmine tartrate,3,Adverse reactions,vLess-DILI-concern
Rizatriptan benzoate,0,No match,vLess-DILI-concern
Rocuronium bromide,0,No match,vNo-DILI-concern
Roflumilast,0,No match,vNo-DILI-concern
Rolapitant hydrochloride,0,No match,vNo-DILI-concern
Romidepsin,0,No match,vNo-DILI-concern
Romiplostim,0,No match,vNo-DILI-concern
Ropinirole hydrochloride,4,Adverse reactions,vLess-DILI-concern
Rosiglitazone maleate,3,Warnings & precautions,vLess-DILI-concern
Rosuvastatin calcium,3,Warnings & precautions,vLess-DILI-concern
Rubidium chloride rb-82,0,No match,vNo-DILI-concern
Rucaparib camsylate,3,Adverse reactions,Ambiguous-DILI-concern
Rufinamide,3,Warnings & precautions,Ambiguous-DILI-concern
Ruxolitinib phosphate,3,Adverse reactions,Ambiguous-DILI-concern
Sacrosidase,3,Adverse reactions,Ambiguous-DILI-concern
Safinamide mesylate,0,No match,vNo-DILI-concern
Salsalate,3,Warnings & precautions,vLess-DILI-concern
Sapropterin dihydrochloride,0,No match,vNo-DILI-concern
Saquinavir mesylate,3,Warnings & precautions,vLess-DILI-concern
Sarecycline hydrochloride,0,No match,vNo-DILI-concern
Sargramostim,0,No match,vNo-DILI-concern
Saxagliptin hydrochloride,0,No match,vLess-DILI-concern
Scopolamine,0,No match,vNo-DILI-concern
Secnidazole,7,Adverse reactions,Ambiguous-DILI-concern
Secobarbital sodium,3,Warnings & precautions,Ambiguous-DILI-concern
Secretin synthetic human,0,No match,vNo-DILI-concern
Selegiline hydrochloride,0,No match,vNo-DILI-concern
Selenious acid,3,Warnings & precautions,Ambiguous-DILI-concern
Selexipag,0,No match,vNo-DILI-concern
Selinexor,4,Adverse reactions,Ambiguous-DILI-concern
Selpercatinib,3,Warnings & precautions,Ambiguous-DILI-concern
Selumetinib sulfate,3,Adverse reactions,Ambiguous-DILI-concern
Semaglutide,0,No match,vLess-DILI-concern
Sertraline hydrochloride,3,Adverse reactions,vLess-DILI-concern
Setmelanotide acetate,0,No match,vNo-DILI-concern
Sevelamer hydrochloride,0,No match,vNo-DILI-concern
Sibutramine hydrochloride,4,Adverse reactions,vLess-DILI-concern
Sildenafil citrate,3,Adverse reactions,vLess-DILI-concern
Silodosin,3,Adverse reactions,Ambiguous-DILI-concern
Simethicone-cellulose,0,No match,vNo-DILI-concern
Simvastatin,3,Warnings & precautions,vLess-DILI-concern
Sincalide,0,No match,vNo-DILI-concern
Siponimod,3,Warnings & precautions,Ambiguous-DILI-concern
Sirolimus,8,Adverse reactions,vLess-DILI-concern
Sitagliptin phosphate,4,Adverse reactions,vLess-DILI-concern
Sitaxsentan,8,Withdrawn,vMost-DILI-concern
Sodium bicarbonate,0,No match,vNo-DILI-concern
Sodium fluoride f-18,0,No match,vNo-DILI-concern
Sodium lactate,0,No match,vNo-DILI-concern
Sodium nitroprusside,0,No match,vNo-DILI-concern
Sodium oxybate,0,No match,vNo-DILI-concern
Sodium phenylbutyrate,4,Adverse reactions,Ambiguous-DILI-concern
Sodium polystyrene sulfonate,0,No match,vNo-DILI-concern
Sodium thiosulfate,0,No match,vNo-DILI-concern
Sodium zirconium cyclosilicate,0,No match,vNo-DILI-concern
Sofosbuvir,0,No match,vNo-DILI-concern
Solifenacin succinate,3,Adverse reactions,vLess-DILI-concern
Solriamfetol hydrochloride,0,No match,vNo-DILI-concern
Somatropin,0,No match,vNo-DILI-concern
Sonidegib phosphate,3,Adverse reactions,Ambiguous-DILI-concern
Sorafenib tosylate,8,Warnings & precautions,vMost-DILI-concern
Sorbitol,0,No match,vNo-DILI-concern
Sotalol hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern
Sotorasib,3,Warnings & precautions,Ambiguous-DILI-concern
Spectinomycin hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern
Spironolactone,2,Adverse reactions,vLess-DILI-concern
Stavudine,8,Box warning,vMost-DILI-concern
Sterile water,0,No match,vNo-DILI-concern
Stiripentol,0,No match,vNo-DILI-concern
Streptomycin sulfate,0,No match,vNo-DILI-concern
Streptozocin,3,Warnings & precautions,Ambiguous-DILI-concern
Succimer,2,Warnings & precautions,vLess-DILI-concern
Succinylcholine chloride,0,No match,vNo-DILI-concern
Sucralfate,0,No match,vNo-DILI-concern
Sufentanil citrate,0,No match,vNo-DILI-concern
Sugammadex sodium,0,No match,vNo-DILI-concern
suloctidil,8,Withdrawn,vMost-DILI-concern
Sulfacarbamide,8,Withdrawn,vMost-DILI-concern
Sulfadiazine,3,Adverse reactions,vLess-DILI-concern
Sulfamethizole,0,No match,vLess-DILI-concern
Sulfasalazine,5,Warnings & precautions,vMost-DILI-concern
Sulfathiazole,8,Withdrawn,vMost-DILI-concern
Sulindac,8,Warnings & precautions,vMost-DILI-concern
Sumatriptan succinate,3,Adverse reactions,Ambiguous-DILI-concern
Sunitinib malate,8,Box warning,vMost-DILI-concern
Suvorexant,0,No match,vNo-DILI-concern
Tacrolimus,5,Adverse reactions,vLess-DILI-concern
Tadalafil,3,Adverse reactions,vLess-DILI-concern
Tafamidis meglumine,0,No match,vNo-DILI-concern
Tafenoquine succinate,5,Adverse reactions,Ambiguous-DILI-concern
Talazoparib tosylate,3,Adverse reactions,Ambiguous-DILI-concern
Tamoxifen citrate,8,Warnings & precautions,vMost-DILI-concern
Tamsulosin hydrochloride,0,No match,vLess-DILI-concern
Tapentadol hydrochloride,0,No match,vNo-DILI-concern
Tasimelteon,3,Adverse reactions,Ambiguous-DILI-concern
Tasosartan,8,Discontinued,vMost-DILI-concern
Tazemetostat hydrobromide,3,Adverse reactions,Ambiguous-DILI-concern
Technetium tc-99m exametazime kit,0,No match,vNo-DILI-concern
Tecovirimat,0,No match,vNo-DILI-concern
Tedizolid phosphate,3,Adverse reactions,Ambiguous-DILI-concern
Tegaserod maleate,3,Adverse reactions,Ambiguous-DILI-concern
Telbivudine,2,Warnings & precautions,Ambiguous-DILI-concern
Telithromycin,8,Warnings & precautions,vMost-DILI-concern
Telmisartan,3,Adverse reactions,vLess-DILI-concern
Telotristat etiprate,3,Adverse reactions,Ambiguous-DILI-concern
Temazepam,3,Warnings & precautions,Ambiguous-DILI-concern
Temozolomide,4,Adverse reactions,vLess-DILI-concern
Temsirolimus,0,No match,vNo-DILI-concern
Tenapanor hydrochloride,0,No match,vNo-DILI-concern
Tenecteplase,0,No match,vNo-DILI-concern
Teniposide,3,Warnings & precautions,vLess-DILI-concern
Tenofovir disoproxil fumarate,3,Warnings & precautions,vLess-DILI-concern
Tepotinib hydrochloride,7,Warnings & precautions,Ambiguous-DILI-concern
Terazosin hydrochloride,0,No match,vNo-DILI-concern
Terbinafine hydrochloride,8,Warnings & precautions,vMost-DILI-concern
Terbutaline sulfate,3,Adverse reactions,vLess-DILI-concern
Teriflunomide,8,Box warning,vMost-DILI-concern
Teriparatide acetate,0,No match,vLess-DILI-concern
Testosterone enanthate,8,Warnings & precautions,vMost-DILI-concern
Tetrabamate,8,Withdrawn,vMost-DILI-concern
Tetrabenazine,3,Adverse reactions,Ambiguous-DILI-concern
Tetracycline phosphate complex,2,Warnings & precautions,vLess-DILI-concern
Thalidomide,4,Adverse reactions,vLess-DILI-concern
Theophylline sodium glycinate,0,No match,vNo-DILI-concern
Thiabendazole,7,Warnings & precautions,vMost-DILI-concern
Thiamine hydrochloride,0,No match,vNo-DILI-concern
Thioguanine,2,Warnings & precautions,vLess-DILI-concern
Thioridazine hydrochloride,5,Adverse reactions,vLess-DILI-concern
Thiotepa,3,Warnings & precautions,vLess-DILI-concern
Thiothixene,2,Warnings & precautions,Ambiguous-DILI-concern
Thyrotropin alfa,0,No match,vNo-DILI-concern
Tiagabine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern
Ticagrelor,0,No match,vNo-DILI-concern
Ticlopidine hydrochloride,4,Warnings & precautions,vMost-DILI-concern
Ticrynafen,8,Withdrawn,vMost-DILI-concern
Tigecycline,8,Warnings & precautions,vMost-DILI-concern
Tilbroquinol,8,Withdrawn,vMost-DILI-concern
Tiludronate disodium,0,No match,vNo-DILI-concern
Timolol maleate,5,Adverse reactions,Ambiguous-DILI-concern
Tinidazole,3,Adverse reactions,vLess-DILI-concern
Tinzaparin sodium,3,Adverse reactions,Ambiguous-DILI-concern
Tiopronin,3,Warnings & precautions,Ambiguous-DILI-concern
Tipranavir,8,Box warning,vMost-DILI-concern
Tirofiban hydrochloride,0,No match,vNo-DILI-concern
Tivozanib hydrochloride,4,Adverse reactions,Ambiguous-DILI-concern
Tizanidine hydrochloride,8,Warnings & precautions,vMost-DILI-concern
Tofacitinib citrate,3,Warnings & precautions,Ambiguous-DILI-concern
Tolazamide,2,Adverse reactions,vLess-DILI-concern
Tolbutamide,2,Adverse reactions,Ambiguous-DILI-concern
Tolcapone,8,Box warning,vMost-DILI-concern
Tolmetin sodium,3,Adverse reactions,vLess-DILI-concern
Tolrestat,8,Withdrawn,vMost-DILI-concern
Tolterodine tartrate,0,No match,vLess-DILI-concern
Tolvaptan,8,Warnings & precautions,vMost-DILI-concern
Topiramate,3,Adverse reactions,vLess-DILI-concern
Topotecan hydrochloride,0,No match,vNo-DILI-concern
Toremifene citrate,3,Warnings & precautions,Ambiguous-DILI-concern
Torsemide,2,Warnings & precautions,Ambiguous-DILI-concern
Trabectedin,7,Warnings & precautions,Ambiguous-DILI-concern
Tramadol hydrochloride,7,Adverse reactions,vLess-DILI-concern
Trametinib dimethyl sulfoxide,3,Adverse reactions,vLess-DILI-concern
Trandolapril,4,Adverse reactions,vLess-DILI-concern
Tranexamic acid,0,No match,vNo-DILI-concern
Tranylcypromine sulfate,3,Adverse reactions,vLess-DILI-concern
Trastuzumab,0,No match,vLess-DILI-concern
Trazodone hydrochloride,5,Adverse reactions,vLess-DILI-concern
Tretinoin,3,Warnings & precautions,vLess-DILI-concern
Triacetyldiphenolisatin,8,Withdrawn,vMost-DILI-concern
Triamterene,5,Adverse reactions,vLess-DILI-concern
Triazolam,4,Adverse reactions,Ambiguous-DILI-concern
Triclabendazole,5,Adverse reactions,Ambiguous-DILI-concern
Trientine hydrochloride,1,No match,vNo-DILI-concern
Trifluoperazine hydrochloride,2,Warnings & precautions,vLess-DILI-concern
Triheptanoin,0,No match,vNo-DILI-concern
Trihexyphenidyl hydrochloride,0,No match,vNo-DILI-concern
Trilaciclib dihydrochloride,3,Adverse reactions,Ambiguous-DILI-concern
Trimethadione,5,Warnings & precautions,Ambiguous-DILI-concern
Trimethobenzamide hydrochloride,5,Adverse reactions,Ambiguous-DILI-concern
Trimethoprim,4,Adverse reactions,vLess-DILI-concern
Trimetrexate glucuronate,3,Warnings & precautions,Ambiguous-DILI-concern
Trimipramine maleate,2,Adverse reactions,Ambiguous-DILI-concern
Triprolidine hydrochloride,0,No match,vNo-DILI-concern
Triptorelin pamoate,3,Adverse reactions,vLess-DILI-concern
Troglitazone,8,Withdrawn,vMost-DILI-concern
Tromethamine,6,Adverse reactions,Ambiguous-DILI-concern
Trospium chloride,0,No match,vNo-DILI-concern
Trovafloxacin mesylate,8,Withdrawn,vMost-DILI-concern
Tucatinib,4,Warnings & precautions,Ambiguous-DILI-concern
Tyramine,0,No match,vNo-DILI-concern
Ubrogepant,0,No match,vNo-DILI-concern
Ulipristal acetate,0,No match,vLess-DILI-concern
Umbralisib tosylate,3,Warnings & precautions,Ambiguous-DILI-concern
Umeclidinium bromide,0,No match,vNo-DILI-concern
Upadacitinib,3,Warnings & precautions,Ambiguous-DILI-concern
Uridine triacetate,0,No match,vNo-DILI-concern
Urofollitropin,0,No match,vNo-DILI-concern
Urokinase,0,No match,vNo-DILI-concern
Ursodiol,0,Warnings & precautions,Ambiguous-DILI-concern
Ustekinumab,0,No match,vLess-DILI-concern
Valaciclovir,3,Adverse reactions,vLess-DILI-concern
Valbenazine tosylate,4,Adverse reactions,Ambiguous-DILI-concern
Valdecoxib,3,Warnings & precautions,vLess-DILI-concern
Valganciclovir hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern
Valproic acid,8,Box warning,vMost-DILI-concern
Valsartan,3,Adverse reactions,vLess-DILI-concern
Vancomycin hydrochloride,0,No match,vLess-DILI-concern
Vandetanib,3,Adverse reactions,Ambiguous-DILI-concern
Vardenafil hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern
Varenicline tartrate,2,Adverse reactions,vLess-DILI-concern
Vecuronium bromide,0,No match,vNo-DILI-concern
Vemurafenib,3,Warnings & precautions,vLess-DILI-concern
Venetoclax,3,Adverse reactions,vLess-DILI-concern
Venlafaxine hydrochloride,7,Adverse reactions,vLess-DILI-concern
Verapamil hydrochloride,3,Warnings & precautions,vLess-DILI-concern
Vericiguat,0,No match,vNo-DILI-concern
Verteporfin,3,Adverse reactions,Ambiguous-DILI-concern
Vibegron,0,No match,vNo-DILI-concern
Vigabatrin,2,Adverse reactions,Ambiguous-DILI-concern
Vilazodone hydrochloride,0,No match,vNo-DILI-concern
Viloxazine hydrochloride,0,No match,vNo-DILI-concern
Viltolarsen,0,No match,vNo-DILI-concern
Vinblastine sulfate,0,No match,vLess-DILI-concern
Vincristine sulfate,8,Adverse reactions,vLess-DILI-concern
Vinorelbine tartrate,3,Adverse reactions,Ambiguous-DILI-concern
Vismodegib,3,Adverse reactions,Ambiguous-DILI-concern
Vitamin A palmitate,3,Warnings & precautions,vLess-DILI-concern
Vitamin C,0,No match,vNo-DILI-concern
Vitamin E,0,No match,vNo-DILI-concern
Voclosporin,0,No match,vNo-DILI-concern
Vorapaxar sulfate,0,No match,vNo-DILI-concern
Voriconazole,8,Warnings & precautions,vMost-DILI-concern
Vorinostat,0,No match,vNo-DILI-concern
Vortioxetine hydrobromide,0,No match,vLess-DILI-concern
Vosoritide,0,No match,vNo-DILI-concern
Voxelotor,0,No match,vNo-DILI-concern
Warfarin sodium,5,Adverse reactions,vLess-DILI-concern
Xenazoic acid,8,Withdrawn,vMost-DILI-concern
Ximelagatran,8,Withdrawn,vMost-DILI-concern
Zafirlukast,8,Warnings & precautions,vMost-DILI-concern
Zaleplon,0,No match,vNo-DILI-concern
Zanubrutinib,4,Adverse reactions,vMost-DILI-concern
Zidovudine,8,Box warning,vMost-DILI-concern
Zileuton,5,Warnings & precautions,vMost-DILI-concern
Zimelidine,8,Withdrawn,vMost-DILI-concern
Ziprasidone hydrochloride,3,Adverse reactions,vLess-DILI-concern
Zoledronic acid,0,No match,vLess-DILI-concern
Zolmitriptan,3,Adverse reactions,Ambiguous-DILI-concern
Zolpidem tartrate,7,Adverse reactions,Ambiguous-DILI-concern
Zonisamide,2,Adverse reactions,vLess-DILI-concern
