molecule_chembl_id,target_chembl_id,target_pref_name,target_organism,action_type,mechanism_of_action,query_name
CHEMBL1531,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Etonogestrel
CHEMBL44657,CHEMBL2094255,,,INHIBITOR,DNA topoisomerase II inhibitor,Etoposide
CHEMBL308954,CHEMBL247,,,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Etravirine
CHEMBL1908360,CHEMBL1902,,,INHIBITOR,FK506-binding protein 1A inhibitor,Everolimus
CHEMBL1200374,CHEMBL1978,,,INHIBITOR,Cytochrome P450 19A1 inhibitor,Exemestane
CHEMBL329522,,,,,Unknown,Exifone
CHEMBL1138,CHEMBL2027,,,INHIBITOR,Niemann-Pick C1-like protein 1 inhibitor,Ezetimibe
CHEMBL258940,CHEMBL203,,,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,Falnidamol
CHEMBL880,CHEMBL1872,,,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,Famciclovir
CHEMBL902,CHEMBL1941,,,ANTAGONIST,Histamine H2 receptor antagonist,Famotidine
CHEMBL1164729,CHEMBL1929,,,INHIBITOR,Xanthine dehydrogenase inhibitor,Febuxostat
CHEMBL4297216,CHEMBL2971,,,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,Fedratinib hydrochloride
CHEMBL4297216,CHEMBL1974,,,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,Fedratinib hydrochloride
CHEMBL1094,CHEMBL2094124,,,ANTAGONIST,Glutamate [NMDA] receptor antagonist,Felbamate
CHEMBL1480,CHEMBL1994,,,ANTAGONIST,Mineralocorticoid receptor antagonist,Felodipine
CHEMBL1480,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Felodipine
CHEMBL1909282,,,,,Unknown,Fenclozic acid
CHEMBL672,CHEMBL239,,,AGONIST,Peroxisome proliferator-activated receptor alpha agonist,Fenofibrate
CHEMBL981,CHEMBL239,,,AGONIST,Peroxisome proliferator-activated receptor alpha agonist,Fenofibric acid
CHEMBL1026,CHEMBL2056,,,AGONIST,Dopamine D1 receptor agonist,Fenoldopam mesylate
CHEMBL2103736,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Fenoprofen calcium
CHEMBL1201765,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Fesoterodine fumarate
CHEMBL1201765,CHEMBL211,,,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,Fesoterodine fumarate
CHEMBL1631694,,,,,Cytotoxic,Fexinidazole
CHEMBL1200618,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Fexofenadine hydrochloride
CHEMBL1255800,CHEMBL2363852,,,INHIBITOR,DNA-directed RNA polymerase inhibitor,Fidaxomicin
CHEMBL710,CHEMBL1856,,,INHIBITOR,Steroid 5-alpha-reductase 2 inhibitor,Finasteride
CHEMBL2181927,CHEMBL1994,,,ANTAGONIST,Mineralocorticoid receptor antagonist,Finerenone
CHEMBL544665,CHEMBL2363041,,,AGONIST,Sphingosine 1-phosphate receptor agonist,Fingolimod hydrochloride
CHEMBL254857,,,,,Unknown,Fipexide
CHEMBL1200875,CHEMBL2093863,,,INHIBITOR,Phosphodiesterase 4 inhibitor,Flavoxate hydrochloride
CHEMBL1200875,CHEMBL2111411,,,INHIBITOR,Phosphodiesterase 7 inhibitor,Flavoxate hydrochloride
CHEMBL1200875,CHEMBL2363067,,,INHIBITOR,Phosphodiesterase 8 inhibitor,Flavoxate hydrochloride
CHEMBL1200822,CHEMBL1980,,,BLOCKER,Sodium channel protein type V alpha subunit blocker,Flecainide acetate
CHEMBL231068,,,,,Unknown,Flibanserin
CHEMBL106,CHEMBL1780,,,INHIBITOR,Cytochrome P450 51 inhibitor,Fluconazole
CHEMBL1463,CHEMBL4665,,,INHIBITOR,Thymidylate synthase inhibitor,Flucytosine
CHEMBL1463,CHEMBL2364680,,,INHIBITOR,Thymidylate synthase inhibitor,Flucytosine
CHEMBL1096882,CHEMBL2095215,,,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,Fludarabine phosphate
CHEMBL1096882,CHEMBL2363042,,,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,Fludarabine phosphate
CHEMBL1201010,CHEMBL1994,,,AGONIST,Mineralocorticoid receptor agonist,Fludrocortisone acetate
CHEMBL407,CHEMBL2093872,,,ALLOSTERIC ANTAGONIST,GABA-A receptor; anion channel allosteric antagonist,Flumazenil
CHEMBL1628233,,,,,Disclosing agent,Fluorescein sodium
CHEMBL4594261,,,,,Diagnostic agent,Fluoroestradiol f-18
CHEMBL185,CHEMBL1952,,,INHIBITOR,Thymidylate synthase inhibitor,Fluorouracil
CHEMBL185,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Fluorouracil
CHEMBL185,CHEMBL2311222,,,INHIBITOR,RNA inhibitor,Fluorouracil
CHEMBL1201082,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Fluoxetine hydrochloride
CHEMBL1445,CHEMBL1871,,,AGONIST,Androgen Receptor agonist,Fluoxymesterone
CHEMBL1448187,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Fluphenazine hydrochloride
CHEMBL3989724,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Flurazepam hydrochloride
CHEMBL3989754,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Flurbiprofen sodium
CHEMBL806,CHEMBL1871,,,ANTAGONIST,Androgen Receptor antagonist,Flutamide
CHEMBL2218894,CHEMBL402,,,INHIBITOR,HMG-CoA reductase inhibitor,Fluvastatin sodium
CHEMBL1409,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Fluvoxamine maleate
CHEMBL1308,CHEMBL2363044,,,INHIBITOR,Alcohol dehydrogenase class I inhibitor,Fomepizole
CHEMBL1200734,CHEMBL243,,,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,Fosamprenavir calcium
CHEMBL1201782,CHEMBL249,,,ANTAGONIST,Neurokinin 1 receptor antagonist,Fosaprepitant dimeglumine
CHEMBL754,CHEMBL1872,,,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,Foscarnet sodium
CHEMBL4594300,,,,,Unknown,Fosdenopterin hydrobromide
CHEMBL1200331,CHEMBL1984,,,INHIBITOR,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor,Fosfomycin tromethamine
CHEMBL3039596,CHEMBL1808,,,INHIBITOR,Angiotensin-converting enzyme inhibitor,Fosinopril sodium
CHEMBL919,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Fosphenytoin sodium
CHEMBL2021422,,,,,Unknown,Fospropofol disodium
CHEMBL3989516,CHEMBL2599,,,INHIBITOR,Tyrosine-protein kinase SYK inhibitor,Fostamatinib disodium
CHEMBL3301598,CHEMBL3520,,,INHIBITOR,Envelope polyprotein GP160 inhibitor,Fostemsavir tromethamine
CHEMBL2138684,CHEMBL1898,,,AGONIST,Serotonin 1b (5-HT1b) receptor agonist,Frovatriptan succinate
CHEMBL2138684,CHEMBL1983,,,AGONIST,Serotonin 1d (5-HT1d) receptor agonist,Frovatriptan succinate
CHEMBL1358,CHEMBL206,,,ANTAGONIST,Estrogen receptor alpha antagonist,Fulvestrant
CHEMBL1358,CHEMBL206,,,DEGRADER,Estrogen receptor degrader,Fulvestrant
CHEMBL35,CHEMBL1874,,,INHIBITOR,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Furosemide
CHEMBL940,CHEMBL2363032,,,MODULATOR,Voltage-gated calcium channel modulator,Gabapentin
CHEMBL1628502,CHEMBL2363032,,,MODULATOR,Voltage-gated calcium channel modulator,Gabapentin enacarbil
CHEMBL1555,CHEMBL220,,,INHIBITOR,Acetylcholinesterase inhibitor,Galantamine hydrobromide
CHEMBL5095039,,,,,Diagnostic agent,Gallium ga-68 gozetotide
CHEMBL1200850,CHEMBL1872,,,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,Ganciclovir sodium
CHEMBL939,CHEMBL203,,,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,Gefitinib
CHEMBL1637,CHEMBL2095215,,,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,Gemcitabine hydrochloride
CHEMBL1637,CHEMBL2363042,,,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,Gemcitabine hydrochloride
CHEMBL457,CHEMBL239,,,AGONIST,Peroxisome proliferator-activated receptor alpha agonist,Gemfibrozil
CHEMBL1200621,CHEMBL2311225,,,INHIBITOR,DNA gyrase inhibitor,Gemifloxacin mesylate
CHEMBL1200621,CHEMBL2363033,,,INHIBITOR,Topoisomerase IV inhibitor,Gemifloxacin mesylate
CHEMBL3301603,CHEMBL1974,,,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,Gilteritinib fumarate
CHEMBL3301603,CHEMBL4895,,,INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor,Gilteritinib fumarate
CHEMBL146095,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Glafenine
CHEMBL4297534,CHEMBL5971,,,ANTAGONIST,Smoothened homolog antagonist,Glasdegib maleate
CHEMBL1481,CHEMBL2096972,,,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",Glimepiride
CHEMBL1073,CHEMBL2096972,,,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",Glipizide
CHEMBL472,CHEMBL2096972,,,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",Glyburide
CHEMBL1201027,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Glycopyrrolate
CHEMBL1201027,CHEMBL216,,,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,Glycopyrrolate
CHEMBL1237080,CHEMBL1899,,,ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,Granisetron hydrochloride
CHEMBL562,CHEMBL2364703,,,INHIBITOR,Tubulin inhibitor,Griseofulvin
CHEMBL980,,,,,Unknown,Guaifenesin
CHEMBL1345,CHEMBL222,,,SUBSTRATE,Norepinephrine transporter substrate,Guanethidine monosulfate
CHEMBL1200494,CHEMBL2095158,,,AGONIST,Adrenergic receptor alpha-2 agonist,Guanfacine hydrochloride
CHEMBL1200728,CHEMBL2362996,,,BLOCKER,Voltage-gated potassium channel blocker,Guanidine hydrochloride
CHEMBL1200986,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Haloperidol decanoate
CHEMBL1200986,CHEMBL2331075,,,INVERSE AGONIST,D2-like dopamine receptor inverse agonist,Haloperidol decanoate
CHEMBL4297147,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Haloperidol lactate
CHEMBL4297147,CHEMBL2331075,,,INVERSE AGONIST,D2-like dopamine receptor inverse agonist,Haloperidol lactate
CHEMBL3989520,CHEMBL231,,,AGONIST,Histamine H1 receptor agonist,Histamine phosphate
CHEMBL542541,,,,,Unknown,Hydralazine hydrochloride
CHEMBL435,CHEMBL1876,,,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Hydrochlorothiazide
CHEMBL1091,CHEMBL2034,,,AGONIST,Glucocorticoid receptor agonist,Hydrocortisone acetate
CHEMBL1763,CHEMBL1876,,,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Hydroflumethiazide
CHEMBL1237055,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Hydromorphone hydrochloride
CHEMBL1690,CHEMBL613897,,,INHIBITOR,Ferriprotoporphyrin IX inhibitor,Hydroxychloroquine sulfate
CHEMBL1690,CHEMBL5936,,,ANTAGONIST,Toll-like receptor 7 antagonist,Hydroxychloroquine sulfate
CHEMBL1690,CHEMBL5804,,,ANTAGONIST,Toll-like receptor 9 antagonist,Hydroxychloroquine sulfate
CHEMBL1200848,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Hydroxyprogesterone caproate
CHEMBL467,CHEMBL2095215,,,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,Hydroxyurea
CHEMBL3186993,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Hydroxyzine hydrochloride
CHEMBL3989569,CHEMBL1782,,,INHIBITOR,Farnesyl diphosphate synthase inhibitor,Ibandronate sodium
CHEMBL4298168,CHEMBL2364673,,,INHIBITOR,"1,3-beta-glucan synthase inhibitor",Ibrexafungerp citrate
CHEMBL4298168,CHEMBL2364674,,,INHIBITOR,"1,3-beta-glucan synthase inhibitor",Ibrexafungerp citrate
CHEMBL1873475,CHEMBL5251,,,INHIBITOR,Tyrosine-protein kinase BTK inhibitor,Ibrutinib
CHEMBL341812,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Ibufenac
CHEMBL521,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Ibuprofen
CHEMBL2355456,CHEMBL240,,,BLOCKER,HERG blocker,Ibutilide fumarate
CHEMBL1200976,CHEMBL1806,,,INHIBITOR,DNA topoisomerase II alpha inhibitor,Idarubicin hydrochloride
CHEMBL1200976,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Idarubicin hydrochloride
CHEMBL2216870,CHEMBL3130,,,INHIBITOR,PI3-kinase p110-delta subunit inhibitor,Idelalisib
CHEMBL1024,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Ifosfamide
CHEMBL14376,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Iloperidone
CHEMBL14376,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Iloperidone
CHEMBL1642,CHEMBL1862,,,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,Imatinib mesylate
CHEMBL1642,CHEMBL1913,,,INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,Imatinib mesylate
CHEMBL1642,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Imatinib mesylate
CHEMBL1642,CHEMBL2096618,,,INHIBITOR,Bcr/Abl fusion protein inhibitor,Imatinib mesylate
CHEMBL1692,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Imipramine hydrochloride
CHEMBL1692,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Imipramine hydrochloride
CHEMBL2096642,CHEMBL241,,,INHIBITOR,Phosphodiesterase 3A inhibitor,Inamrinone lactate
CHEMBL406,CHEMBL1876,,,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Indapamide
CHEMBL1735,CHEMBL243,,,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,Indinavir sulfate
CHEMBL1735,CHEMBL243,,,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,Indinavir sulfate
CHEMBL6,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Indomethacin
CHEMBL1834657,CHEMBL2095217,,,INHIBITOR,Fibroblast growth factor receptor inhibitor,Infigratinib phosphate
CHEMBL1201125,,,,,Diagnostic agent,Iothalamate meglumine
CHEMBL92401,CHEMBL2095205,,,INHIBITOR,Monoamine oxidase inhibitor,Iproniazid
CHEMBL1513,CHEMBL227,,,ANTAGONIST,Type-1 angiotensin II receptor antagonist,Irbesartan
CHEMBL3989514,CHEMBL1781,,,INHIBITOR,DNA topoisomerase I inhibitor,Irinotecan hydrochloride
CHEMBL3137333,CHEMBL3390824,,,INHIBITOR,Lanosterol 14-alpha demethylase inhibitor,Isavuconazonium sulfate
CHEMBL3137333,CHEMBL3390825,,,INHIBITOR,Lanosterol 14-alpha demethylase inhibitor,Isavuconazonium sulfate
CHEMBL1201168,CHEMBL2095205,,,INHIBITOR,Monoamine oxidase inhibitor,Isocarboxazid
CHEMBL64,CHEMBL1849,,,INHIBITOR,Enoyl-[acyl-carrier-protein] reductase inhibitor,Isoniazid
CHEMBL1711,CHEMBL2094118,,,AGONIST,Adrenergic receptor beta agonist,Isoproterenol hydrochloride
CHEMBL6622,CHEMBL2111348,,,ACTIVATOR,Soluble guanylate cyclase activator,Isosorbide dinitrate
CHEMBL1311,CHEMBL2111348,,,ACTIVATOR,Soluble guanylate cyclase activator,Isosorbide mononitrate
CHEMBL547,CHEMBL2363069,,,AGONIST,Retinoic acid receptor agonist,Isotretinoin
CHEMBL559180,CHEMBL2094251,,,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,Isoxsuprine hydrochloride
CHEMBL559180,CHEMBL210,,,AGONIST,Beta-2 adrenergic receptor agonist,Isoxsuprine hydrochloride
CHEMBL1648,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Isradipine
CHEMBL431770,CHEMBL251,,,ANTAGONIST,Adenosine A2a receptor antagonist,Istradefylline
CHEMBL64391,CHEMBL1780,,,INHIBITOR,Cytochrome P450 51 inhibitor,Itraconazole
CHEMBL2145077,CHEMBL1250417,,,BLOCKER,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker,Ivabradine hydrochloride
CHEMBL2010601,CHEMBL4051,,,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,Ivacaftor
CHEMBL3989958,CHEMBL2007625,,,INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,Ivosidenib
CHEMBL1201752,CHEMBL2095182,,,INHIBITOR,Tubulin inhibitor,Ixabepilone
CHEMBL3545432,CHEMBL2364701,,,INHIBITOR,26S proteasome inhibitor,Ixazomib citrate
CHEMBL1714,CHEMBL2094124,,,NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor negative allosteric modulator,Ketamine hydrochloride
CHEMBL157101,CHEMBL1780,,,INHIBITOR,Cytochrome P450 51 inhibitor,Ketoconazole
CHEMBL571,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Ketoprofen
CHEMBL1201124,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Ketorolac tromethamine
CHEMBL1200323,CHEMBL2331074,,,ANTAGONIST,Adrenergic receptor antagonist,Labetalol hydrochloride
CHEMBL58323,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Lacosamide
CHEMBL1661,,,,,Osmotic agent,Lactitol
CHEMBL296306,,,,,Colonic bacteria substrate,Lactulose
CHEMBL141,CHEMBL247,,,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Lamivudine
CHEMBL141,CHEMBL2363048,,,INHIBITOR,DNA inhibitor,Lamivudine
CHEMBL141,CHEMBL2363046,,,INHIBITOR,DNA inhibitor,Lamivudine
CHEMBL141,CHEMBL2363047,,,INHIBITOR,DNA inhibitor,Lamivudine
CHEMBL141,CHEMBL2362994,,,INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,Lamivudine
CHEMBL741,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Lamotrigine
CHEMBL480,CHEMBL2095173,,,INHIBITOR,Potassium-transporting ATPase inhibitor,Lansoprazole
CHEMBL1201179,CHEMBL1824,,,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,Lapatinib ditosylate
CHEMBL1201179,CHEMBL203,,,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,Lapatinib ditosylate
CHEMBL3989939,CHEMBL3559684,,,INHIBITOR,Neurotrophic tyrosine kinase receptor inhibitor,Larotrectinib sulfate
CHEMBL3039526,CHEMBL1805,,,AGONIST,Serotonin 1f (5-HT1f) receptor agonist,Lasmiditan succinate
CHEMBL3545309,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Lefamulin acetate
CHEMBL960,CHEMBL1966,,,INHIBITOR,Dihydroorotate dehydrogenase inhibitor,Leflunomide
CHEMBL3545367,CHEMBL5113,,,ANTAGONIST,Orexin receptor 1 antagonist,Lemborexant
CHEMBL3545367,CHEMBL4792,,,ANTAGONIST,Orexin receptor 2 antagonist,Lemborexant
CHEMBL848,CHEMBL3833061,,,INHIBITOR,CRL4(CRBN) E3 ubiquitin ligase inhibitor,Lenalidomide
CHEMBL2105704,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Lenvatinib mesylate
CHEMBL1241951,CHEMBL3991482,,,INHIBITOR,DNA terminase inhibitor,Letermovir
CHEMBL1444,CHEMBL1978,,,INHIBITOR,Cytochrome P450 19A1 inhibitor,Letrozole
CHEMBL4594288,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Levamlodipine maleate
CHEMBL1286,CHEMBL1998,,,MODULATOR,Synaptic vesicle glycoprotein 2A modulator,Levetiracetam
CHEMBL1286,CHEMBL4478,,,BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,Levetiracetam
CHEMBL1201190,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Levocetirizine dihydrochloride
CHEMBL5315124,CHEMBL2311225,,,INHIBITOR,DNA gyrase inhibitor,Levofloxacin
CHEMBL5315124,CHEMBL2363033,,,INHIBITOR,Topoisomerase IV inhibitor,Levofloxacin
CHEMBL1908841,,,,,Unknown,Levoleucovorin
CHEMBL1615371,,,,,Unknown,Levomefolate calcium
CHEMBL1389,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Levonorgestrel
CHEMBL3989768,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Levorphanol tartrate
CHEMBL2103741,CHEMBL2111462,,,AGONIST,Thyroid hormone receptor agonist,Levothyroxine sodium
CHEMBL930,,,,,Unknown,L-glutamine
CHEMBL79,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Lidocaine
CHEMBL237500,CHEMBL284,,,INHIBITOR,Dipeptidyl peptidase IV inhibitor,Linagliptin
CHEMBL3989551,CHEMBL2363853,,,INHIBITOR,70S ribosome inhibitor,Lincomycin hydrochloride
CHEMBL126,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Linezolid
CHEMBL1201119,CHEMBL2111462,,,AGONIST,Thyroid hormone receptor agonist,Liothyronine sodium
CHEMBL1201178,CHEMBL238,,,RELEASING AGENT,Dopamine transporter releasing agent,Lisdexamfetamine dimesylate
CHEMBL1201178,CHEMBL222,,,RELEASING AGENT,Norepinephrine transporter releasing agent,Lisdexamfetamine dimesylate
CHEMBL1201178,CHEMBL1893,,,INHIBITOR,Synaptic vesicular amine transporter inhibitor,Lisdexamfetamine dimesylate
CHEMBL419213,CHEMBL1808,,,INHIBITOR,Angiotensin-converting enzyme inhibitor,Lisinopril
CHEMBL1788132,CHEMBL2095158,,,AGONIST,Adrenergic receptor alpha-2 agonist,Lofexidine hydrochloride
CHEMBL1728,CHEMBL2311224,,,INHIBITOR,Bacterial DNA gyrase inhibitor,Lomefloxacin hydrochloride
CHEMBL2105662,CHEMBL2364681,,,INHIBITOR,Microsomal triglyceride transfer protein inhibitor,Lomitapide mesylate
CHEMBL514,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Lomustine
CHEMBL298734,CHEMBL2094108,,,INHIBITOR,Protein farnesyltransferase inhibitor,Lonafarnib
CHEMBL1707,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Loperamide hydrochloride
CHEMBL1200610,CHEMBL2354204,,,INHIBITOR,Bacterial penicillin-binding protein inhibitor,Loracarbef
CHEMBL998,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Loratadine
CHEMBL580,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Lorazepam
CHEMBL3286830,CHEMBL4247,,,INHIBITOR,ALK tyrosine kinase receptor inhibitor,Lorlatinib
CHEMBL3286830,CHEMBL3883330,,,INHIBITOR,EML4-ALK inhibitor,Lorlatinib
CHEMBL995,CHEMBL227,,,ANTAGONIST,Type-1 angiotensin II receptor antagonist,Losartan potassium
CHEMBL503,CHEMBL402,,,INHIBITOR,HMG-CoA reductase inhibitor,Lovastatin
CHEMBL1201155,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Loxapine succinate
CHEMBL1201155,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Loxapine succinate
CHEMBL1201155,CHEMBL2331075,,,ANTAGONIST,D2-like dopamine receptor antagonist,Loxapine succinate
CHEMBL1201134,CHEMBL1628478,,,OPENER,Chloride channel protein 2 opener,Lubiprostone
CHEMBL404108,CHEMBL230,,,INHIBITOR,Cyclooxygenase-2 inhibitor,Lumiracoxib
CHEMBL1615372,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Lurasidone hydrochloride
CHEMBL1615372,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Lurasidone hydrochloride
CHEMBL4297516,CHEMBL2311221,,,NEGATIVE MODULATOR,DNA negative modulator,Lurbinectedin
CHEMBL2107831,CHEMBL1864,,,AGONIST,Thrombopoietin receptor agonist,Lusutrombopag
CHEMBL2364617,CHEMBL4616,,,AGONIST,Ghrelin receptor agonist,Macimorelin acetate
CHEMBL2103873,CHEMBL2096678,,,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",Macitentan
CHEMBL689,,,,,Unknown,Mannitol
CHEMBL1237135,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Maprotiline hydrochloride
CHEMBL17879,CHEMBL2778,,,INHIBITOR,Ileal bile acid transporter inhibitor,Maralixibat chloride
CHEMBL256907,CHEMBL274,,,ANTAGONIST,C-C chemokine receptor type 5 antagonist,Maraviroc
CHEMBL515408,CHEMBL3833483,,,INHIBITOR,Serine/threonine-protein kinase BGLF4 inhibitor,Maribavir
CHEMBL515408,CHEMBL1287608,,,INHIBITOR,Phosphotransferase pUL97 inhibitor,Maribavir
CHEMBL1909283,CHEMBL2095205,,,INHIBITOR,Monoamine oxidase inhibitor,Mebanazine
CHEMBL685,CHEMBL2364704,,,INHIBITOR,Tubulin inhibitor,Mebendazole
CHEMBL685,CHEMBL2364705,,,INHIBITOR,Tubulin inhibitor,Mebendazole
CHEMBL1237082,CHEMBL1907594,,,NEGATIVE ALLOSTERIC MODULATOR,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,Mecamylamine hydrochloride
CHEMBL1201001,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Mechlorethamine hydrochloride
CHEMBL3989555,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Meclizine hydrochloride
CHEMBL1562610,CHEMBL215,,,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,Meclofenamate sodium
CHEMBL1562610,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Meclofenamate sodium
CHEMBL717,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Medroxyprogesterone acetate
CHEMBL686,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Mefenamic acid
CHEMBL535650,CHEMBL613897,,,INHIBITOR,Ferriprotoporphyrin IX inhibitor,Mefloquine hydrochloride
CHEMBL1201139,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Megestrol acetate
CHEMBL599,CHEMBL230,,,INHIBITOR,Cyclooxygenase-2 inhibitor,Meloxicam
CHEMBL852,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Melphalan
CHEMBL1699,CHEMBL2094124,,,NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor negative allosteric modulator,Memantine hydrochloride
